"id","modele","X1","X2","X3","X4","signal","epsilon","Y"
1,"Modèle 2","source","a2",-0.306056732162012,-0.16749440236769,1.67374215296085,0.377625486538241,2.05136763949909
2,"Modèle 2","source","b2",1.16425388356372,0.502734134438646,3.56517841580625,-1.64674177315311,1.91843664265314
3,"Modèle 2","source","c2",-0.225576642239332,0.163810071813817,2.80106282322616,-1.23070911932516,1.570353703901
4,"Modèle 2","source","c2",-1.50219508061567,-0.237495005496854,1.97662584997155,-0.572795089290109,1.40383076068144
5,"Modèle 2","source","b2",1.96228744930261,-0.882514212429677,2.06156404342586,0.104872936912569,2.16643698033843
6,"Modèle 2","cible","c2",1.61612743770704,0.562560128408527,5.35103540452332,1.40301544782308,6.7540508523464
7,"Modèle 2","cible","a2",0.459434109699618,0.413328331959912,3.31540840609576,-0.20276773091105,3.11264067518471
8,"Modèle 2","source","c2",0.460418174154907,0.234004278222307,3.4222044505857,0.639368412483376,4.06157286306908
9,"Modèle 2","cible","a2",-0.912860082659673,-1.52897886051221,3.04502094079995,-1.04000758671336,2.00501335408659
10,"Modèle 2","cible","c2",-1.18968601561147,0.850403289487601,3.26826914318872,-1.07712419200758,2.19114495118113
11,"Modèle 2","source","a2",-0.11200329144943,-0.520308717588268,1.91221708141246,0.258915014764724,2.17113209617718
12,"Modèle 2","cible","c2",1.22042537961894,-0.0310939368807981,4.71919623698678,1.23514387094729,5.95434010793406
13,"Modèle 2","source","c2",0.487778796472892,0.573190292479207,3.53001807268604,-0.100785402836041,3.42923266985
14,"Modèle 2","source","c2",0.406251873495792,0.174159055943625,3.36037772017831,-1.4894551150912,1.87092260508711
15,"Modèle 2","source","b2",0.547093669763948,-0.760744845920721,1.37591144421179,0.143835711118734,1.51974715533052
16,"Modèle 2","cible","a2",-0.557913009399679,0.00681018829490084,2.24483869742334,3.22786978593248,5.47270848335582
17,"Modèle 2","source","c2",-0.725370178983812,-0.262168461880544,2.51478844887205,-0.905563032084985,1.60922541678707
18,"Modèle 2","source","b2",-1.31706922113611,0.756568930845832,-2.30305513679965,0.470599828585659,-1.83245530821399
19,"Modèle 2","cible","b2",0.0940508245821548,0.323142862637808,2.4651667899328,1.2244495765297,3.6896163664625
20,"Modèle 2","cible","a2",0.434574667444712,-0.748261978152568,2.8809766404465,0.639377336124564,3.52035397657107
21,"Modèle 2","source","a2",1.44919501461761,0.21796189546361,3.9917294513671,-0.699728641697213,3.29200080966989
22,"Modèle 2","source","b2",0.430332577961014,1.12358383609952,2.26874979923046,0.1562004638539,2.42495026308436
23,"Modèle 2","cible","a2",-1.58447486463866,-0.429813750642874,1.86879588932097,0.406996808871547,2.27579269819252
24,"Modèle 2","cible","b2",-1.32133609095411,0.574974254435664,-1.17221965331914,0.292998278548421,-0.879221374770721
25,"Modèle 2","source","a2",0.550387218009522,0.765604238766681,2.9975676912683,0.148758736375024,3.14632642764332
26,"Modèle 2","source","a2",1.00018576642575,1.24849536799645,4.19920475692573,1.14536216803719,5.34456692496292
27,"Modèle 2","cible","c2",-0.988682056028737,0.0437454775390835,3.83290199325086,-0.284087466830003,3.54881452642085
28,"Modèle 2","source","a2",-0.517788400597286,-2.43956053338606,2.38919483667704,-0.66793587741564,1.7212589592614
29,"Modèle 2","cible","b2",0.598412861707249,0.378327617462044,3.65865977191779,0.283386842610434,3.94204661452822
30,"Modèle 2","source","a2",-2.1203409737033,1.53291015866157,-3.14464294317688,0.418282800308793,-2.72636014286809
31,"Modèle 2","source","c2",-0.0399012515881359,-0.118075306188758,2.97043467497878,-0.815809431988669,2.15462524299011
32,"Modèle 2","cible","c2",1.6905967167241,-0.0565249740838155,4.87845821889013,0.305821198491296,5.18427941738143
33,"Modèle 2","source","b2",-0.523637782896756,0.279814270734179,-0.0136460418549512,0.367560835223797,0.353914793368846
34,"Modèle 2","source","c2",0.7299161893144,-1.4165640528659,3.0669464337577,2.0440050411425,5.1109514749002
35,"Modèle 2","cible","c2",0.943162157254071,0.48577412525992,4.85634674886081,0.104378088751371,4.96072483761218
36,"Modèle 2","source","a2",0.272607082973578,0.233768411611861,2.37811003939299,-0.447597757608371,1.93051228178462
37,"Modèle 2","cible","a2",-0.576486719521803,-0.724641801907482,2.56535905259839,-0.0788786376987811,2.48648041489961
38,"Modèle 2","source","b2",0.377312343372295,-0.911130610207645,1.19116275860886,-0.0912955847342215,1.09986717387464
39,"Modèle 2","source","b2",1.06041519313822,-1.03572482708306,1.37870629796195,0.987252361774005,2.36595865973596
40,"Modèle 2","source","c2",-0.316124221412071,-1.12400354243424,2.92476299522856,2.10250699003107,5.02726998525963
41,"Modèle 2","source","c2",-0.246853282524759,0.533143197178766,2.73671329984053,-0.419553644275745,2.31715965556479
42,"Modèle 2","source","c2",-0.631559348667086,0.43811613362326,2.35640435107051,-1.06111432473465,1.29529002633586
43,"Modèle 2","cible","c2",0.359861988680345,0.928665018342955,4.56104041563152,0.0612834556610395,4.62232387129256
44,"Modèle 2","source","b2",-0.553883667776433,-0.812711328735894,0.653963169482142,-1.47815974508607,-0.824196575603932
45,"Modèle 2","source","b2",0.101701151248204,-0.0745326210785888,1.15362577795404,-0.649848467217492,0.503777310736547
46,"Modèle 2","source","c2",0.821987648407655,1.92675032560736,4.44947260333346,-1.66504045473068,2.78443214860278
47,"Modèle 2","cible","b2",-0.666768584036477,-0.704861712536748,1.54711526554228,-0.183726471887755,1.36338879365452
48,"Modèle 2","cible","c2",-0.1751328052864,-0.630358533005863,4.23514510699621,0.440545832333295,4.6756909393295
49,"Modèle 2","source","a2",1.80299089132771,-0.587143365152903,3.31669775817391,1.43426183389495,4.75095959206885
50,"Modèle 2","cible","b2",-0.849699708391559,0.442021934374831,0.184867463566878,-0.231596588609055,-0.0467291250421763
51,"Modèle 2","cible","a2",0.511862222111179,-2.11837135789436,2.34322458349327,1.06580605071555,3.40903063420883
52,"Modèle 2","source","a2",-1.82834528649773,0.0919914910308143,-0.328568111016546,0.693454980306816,0.36488686929027
53,"Modèle 2","cible","b2",0.640128751997908,-0.213869726161471,3.30195963571857,0.460793664618413,3.76275330033699
54,"Modèle 2","cible","b2",1.36463875605035,0.202353743305235,5.1741813491511,-2.78376032977347,2.39042101937762
55,"Modèle 2","cible","b2",-0.661038952323321,0.0600740075300741,0.946372479786238,-2.02708616657405,-1.08071368678781
56,"Modèle 2","source","a2",2.04380587097847,-0.353847657562548,3.87401030920752,1.14388720445109,5.0178975136586
57,"Modèle 2","cible","c2",-1.07914851740488,-0.302449593067377,3.98153460801223,-0.0758090933931623,3.90572551461907
58,"Modèle 2","cible","c2",0.404165893883192,0.784556943816312,4.57021193680317,0.560021263599003,5.13023320040217
59,"Modèle 2","source","c2",2.15660177796801,-0.276045681880647,4.42762111820231,-3.14205541698589,1.28556570121642
60,"Modèle 2","source","c2",-0.655586848728501,0.26199284846739,2.38965098805913,0.610760363812313,3.00041135187144
61,"Modèle 2","source","a2",1.02821448963475,-0.321501274517205,2.969399572446,-1.00879751533489,1.96060205711111
62,"Modèle 2","source","b2",-0.210871573329474,-0.377194859694125,0.75805309089143,-0.743517580278967,0.0145355106124624
63,"Modèle 2","source","b2",0.145953293325729,-0.201670747527003,1.19820385759833,0.669364603109735,1.86756846070807
64,"Modèle 2","source","b2",0.442465201666005,1.45209956930431,2.47894855719123,1.85280477190428,4.33175332909551
65,"Modèle 2","source","c2",0.403162547670616,0.59814530656815,3.44310493097311,0.787032980496838,4.23013791146995
66,"Modèle 2","cible","b2",-0.427020417057034,1.56642517456251,0.635986569995254,-1.20015003363045,-0.564163463635194
67,"Modèle 2","cible","b2",0.0101493440966185,-0.354448429279748,2.26496685089566,1.53637569612341,3.80134254701906
68,"Modèle 2","source","b2",-0.235063564132919,-0.824108169117654,0.85635966154395,-0.32860476554358,0.52775489600037
69,"Modèle 2","source","a2",0.295772850507058,-0.232861474668116,2.29982813889978,-0.460256315622399,1.83957182327738
70,"Modèle 2","cible","a2",-0.79515787123435,0.835487079121444,1.50288261406668,0.684344155661961,2.18722676972864
71,"Modèle 2","cible","b2",-0.333089912849321,0.557124825230843,1.39444197420749,-0.497250318974823,0.897191655232666
72,"Modèle 2","source","a2",-0.678144870656029,1.15523850589263,0.559490901488426,-0.690839604430871,-0.131348702942445
73,"Modèle 2","source","a2",-1.48283778776235,0.662624588298167,-0.565457168218008,-0.880533899112332,-1.44599106733034
74,"Modèle 2","source","b2",0.842437488601419,-1.03520951178622,1.30138082021969,-0.0580561590273501,1.24332466119234
75,"Modèle 2","cible","b2",0.599420710215656,-0.823796954682572,2.79633820263056,0.0144441705690636,2.81078237319962
76,"Modèle 2","source","a2",-1.08717251723979,-0.955512383373268,1.52643842178082,0.364738390828491,1.89117681260931
77,"Modèle 2","source","b2",0.969433820081819,-0.419002758898269,2.06365957791063,1.55330259905819,3.61696217696881
78,"Modèle 2","source","a2",-0.104853930484872,0.844092803195915,1.80337012493089,0.914356187115103,2.71772631204599
79,"Modèle 2","cible","a2",-1.77747801405857,-0.423619792332205,1.75264968109973,-1.55629163320922,0.19635804789051
80,"Modèle 2","cible","c2",-1.77683836031945,-0.116943968887889,3.64315992083622,2.50352189671952,6.14668181755574
81,"Modèle 2","cible","c2",1.17876147924077,-0.622650569255627,4.35452633866337,-1.25655633135111,3.09797000731226
82,"Modèle 2","source","c2",2.58905474509486,-1.03696406629308,3.72886542791141,-0.350161440021339,3.37870398789007
83,"Modèle 2","source","c2",0.22405295009098,0.203097331498436,3.2019946382117,-0.672171643604442,2.52982299460726
84,"Modèle 2","source","c2",-0.565235596368326,-1.17583363727498,2.88012303650287,-0.159843925551936,2.72027911095093
85,"Modèle 2","cible","c2",-0.175227699439872,0.581842137233841,4.12893149065172,0.505625621133753,4.63455711178547
86,"Modèle 2","cible","c2",0.222795821150014,0.50922784780604,4.39584524671221,-0.415441973231176,3.98040327348103
87,"Modèle 2","source","b2",-1.15525144343157,0.0162926590925423,-0.870988851011306,-0.756086213102741,-1.62707506411405
88,"Modèle 2","cible","b2",0.744989192004962,0.170565922874037,3.81796318768804,-1.75184960011028,2.06611358757776
89,"Modèle 2","cible","a2",0.218734569169821,-1.91676398460002,2.61145107675547,1.02440005831938,3.63585113507485
90,"Modèle 2","cible","c2",-1.09838687623497,-0.210515324565832,3.92625888438074,-0.513460154763367,3.41279872961737
91,"Modèle 2","source","a2",1.2128117059961,0.284203342209686,3.73112215944742,-0.978290292606851,2.75283186684057
92,"Modèle 2","cible","a2",-0.680069219244045,1.23345960189541,1.46686737593629,-0.353832932735322,1.11303444320097
93,"Modèle 2","source","b2",-0.694908550164005,1.00554975228928,-0.950371824839746,1.15493547881093,0.204563653971182
